,index,Unnamed: 0,business_city,business_state,business_street1,business_street2,business_zip,cik,firm_name,mailing_city,mailing_state,mailing_street1,mailing_street2,mailing_zip
1722,7261,7261,ORLANDO,FL,7455 EMERALD DUNES DR,SUITE 2100,32822,1909152,Kalera Public Ltd Co,ORLANDO,FL,7455 EMERALD DUNES DR,SUITE 2100,32822
1723,7263,7263,MALVERN,PA,1 GREAT VALLEY PARKWAY,SUITE 30,19355,1169245,PhaseBio Pharmaceuticals Inc,MALVERN,PA,1 GREAT VALLEY PARKWAY,SUITE 30,19355
1724,7268,7268,WEST PALM BEACH,FL,3330 CLEMATIS STREET,SUITE 217,33401,1730773,Blue Star Foods Corp.,WEST PALM BEACH,FL,3330 CLEMATIS STREET,SUITE 217,33401
1725,7270,7270,NEWTON,MA,C/O THE RMR GROUP,"TWO NEWTON PL., 255 WASH. ST., STE. 300",02458,945394,Service Properties Trust,NEWTON,MA,C/O THE RMR GROUP,"TWO NEWTON PL., 255 WASH. ST., STE. 300",02458
1726,7271,7271,ST. LOUIS,MO,ATTN: JAMES G. LASCHOBER,501 N. BROADWAY,63102-2102,720672,STIFEL FINANCIAL CORP,ST. LOUIS,MO,ATTN: JAMES G. LASCHOBER,501 N. BROADWAY,63102-2102
1727,7280,7280,NEW YORK,NY,24 WEST 40TH STREET,8TH FLOOR,10018,1541157,Akari Therapeutics Plc,NEW YORK,NY,24 WEST 40TH STREET,8TH FLOOR,10018
1728,7287,7287,LA JOLLA,CA,11099 N. TORREY PINES ROAD,SUITE 100,92037,1651944,"DermTech, Inc.",LA JOLLA,CA,11099 N. TORREY PINES ROAD,SUITE 100,92037
1729,7295,7295,COLUMBUS,IN,500 JACKSON ST,BOX 3005 MAIL CODE 60207,47202-3005,26172,CUMMINS INC,COLUMBUS,IN,BOX 3005 MAIL CODE 60207,500,47202-3005
1730,7299,7299,NEW YORK,NY,149 FIFTH AVENUE,SUITE 500,10010,1022899,"Protagenic Therapeutics, Inc.\new",NEW YORK,NY,149 FIFTH AVENUE,SUITE 500,10010
1731,7305,7305,FAIRFAX,VA,11250 WAPLES MILL ROAD,"SOUTH TOWER, SUITE 210",22030,1034760,WIDEPOINT CORP,FAIRFAX,VA,11250 WAPLES MILL ROAD,"SOUTH TOWER, SUITE 210",22030
1732,7307,7307,PHILADELPHIA,PA,ONE COMMERCE SQUARE,"2005 MARKET STREET, 39TH FLOOR",19103,1787297,"Passage BIO, Inc.",PHILADELPHIA,PA,ONE COMMERCE SQUARE,"2005 MARKET STREET, 39TH FLOOR",19103
1733,7311,7311,BROOKLYN,OH,4900 TIEDEMANN ROAD,4TH FLOOR,44144,1570827,"Victory Capital Holdings, Inc.",BROOKLYN,OH,4900 TIEDEMANN ROAD,4TH FLOOR,44144
1734,7312,7312,ATLANTA,GA,"1170 PEACHTREE STREET, NE",SUITE 2300,30309-7676,1144215,ACUITY BRANDS INC,ATLANTA,GA,"1170 PEACHTREE STREET, NE",SUITE 2300,30309-7676
1735,7316,7316,CHICAGO,IL,401 W SUPERIOR ST,SUITE 300,60654,1771951,Dynamic Shares Trust,CHICAGO,IL,401 W SUPERIOR ST,SUITE 300,60654
1736,7318,7318,PHOENIX,AZ,7310 NORTH 16TH ST.,SUITE 135,85020,1001838,SOUTHERN COPPER CORP/,PHOENIX,AZ,7310 NORTH 16TH ST.,SUITE 135,85020
1737,7322,7322,RALEIGH,NC,150 FAYETTEVILLE STREET,STE 1400,27601,921082,"HIGHWOODS PROPERTIES, INC.",RALEIGH,NC,150 FAYETTEVILLE STREET,STE 1400,27601
1738,7328,7328,PHILADELPHIA,PA,"CIRA CENTRE, 2929 ARCH STREET",17TH FLOOR,19104-2870,1270436,Cohen & Co Inc.,PHILADELPHIA,PA,"CIRA CENTRE, 2929 ARCH STREET",17TH FLOOR,19104-2870
1739,7331,7331,CORAL GABLES,FL,255 ALHAMBRA CIRCLE,SUITE 435,33134,1754170,AerSale Corp,CORAL GABLES,FL,255 ALHAMBRA CIRCLE,SUITE 435,33134
1741,7339,7339,SMYRNA,GA,1900 LAKE PARK DRIVE,SUITE 380,30080,832489,"GeoVax Labs, Inc.",SMYRNA,GA,1900 LAKE PARK DRIVE,SUITE 380,30080
1742,7348,7348,CHICAGO,IL,205 N. MICHIGAN AVENUE,SUITE 3770,60601,1837207,G Squared Ascend I Inc.,CHICAGO,IL,205 N. MICHIGAN AVENUE,SUITE 3770,60601
1743,7353,7353,AUSTIN,TX,"5707 SOUTHWEST PARKWAY, BUILDING 1",SUITE 275,78735,1297996,"DIGITAL REALTY TRUST, INC.",AUSTIN,TX,"5707 SOUTHWEST PARKWAY, BUILDING 1",SUITE 275,78735
1744,7355,7355,BOSTON,MA,222 BERKELEY STREET,12TH FLOOR,02116,1649904,"RHYTHM PHARMACEUTICALS, INC.",BOSTON,MA,222 BERKELEY STREET,12TH FLOOR,02116
1745,7357,7357,MIDDLEFILED,OH,15985 E HIGH ST,P O BOX 35,44062-9263,836147,MIDDLEFIELD BANC CORP,MIDDLEFIELD,OH,15985 EAST HIGH STREET,P O BOX 35,44062-9263
1746,7362,7362,TUCKER,GA,100 CRESCENT CENTRE PARKWAY,SUITE 800,30084,1600438,GMS Inc.,TUCKER,GA,100 CRESCENT CENTRE PARKWAY,SUITE 800,30084
1748,7384,7384,DRAPER,UT,15 WEST SCENIC POINTE DRIVE,SUITE 100,84020,1428336,"HEALTHEQUITY, INC.",DRAPER,UT,15 WEST SCENIC POINTE DRIVE,SUITE 100,84020
1749,7387,7387,MELVILLE,NY,105 MAXESS ROAD,STE. 124,11747,1737995,Sharps Technology Inc.,MELVILLE,NY,105 MAXESS ROAD,STE. 124,11747
1750,7392,7392,SHORT HILLS,NJ,830 MORRIS TURNPIKE,4TH FLOOR,07078,1293310,"HUMANIGEN, INC",SHORT HILLS,NJ,830 MORRIS TURNPIKE,4TH FLOOR,07078
1751,7394,7394,MILWAUKEE,WI,309 N. WATER STREET,SUITE 500,53202,1574540,Physicians Realty Trust,MILWAUKEE,WI,309 N. WATER STREET,SUITE 500,53202
1752,7401,7401,SUGAR LAND,TX,2277 PLAZA DRIVE,SUITE 500,77479,1425292,"CVR PARTNERS, LP",SUGAR LAND,TX,2277 PLAZA DRIVE,SUITE 500,77479
1753,7403,7403,LOS ANGELES,CA,10880 WILSHIRE BLVD.,SUITE 2150,90024,1401667,"PUMA BIOTECHNOLOGY, INC.",LOS ANGELES,CA,10880 WILSHIRE BLVD.,SUITE 2150,90024
1754,7405,7405,NEW YORK,NY,1 ROCKEFELLER PLAZA,SUITE 1039,10020,1829999,FoxWayne Enterprises Acquisition Corp.,NEW YORK,NY,1 ROCKEFELLER PLAZA,SUITE 1039,10020
1755,7408,7408,SAN MATEO,CA,1100 PARK PLACE,SUITE 200,94403,920522,"ESSEX PROPERTY TRUST, INC.",SAN MATEO,CA,1100 PARK PLACE,SUITE 200,94403
1756,7411,7411,BOSTON,MA,50 MILK STREET,16TH FLOOR,02109,1833213,Progress Acquisition Corp.,BOSTON,MA,50 MILK STREET,16TH FLOOR,02109
1757,7412,7412,LAS VEGAS,NV,1180 N. TOWN CENTER DRIVE,SUITE 100,89144,1507605,"MARATHON DIGITAL HOLDINGS, INC.",LAS VEGAS,NV,1180 N. TOWN CENTER DRIVE,SUITE 100,89144
1758,7413,7413,JERICHO,NY,500 NORTH BROADWAY,"SUITE 201, P.O. BOX 9010",11753,879101,KIMCO REALTY CORP,JERICHO,NY,500 NORTH BROADWAY,SUITE 201,11753
1759,7417,7417,ENGLEWOOD CLIFFS,NJ,560 SYLVAN AVE,SUITE 3160,07632,1514183,"Silo Pharma, Inc.",ENGLEWOOD CLIFFS,NJ,560 SYLVAN AVE,SUITE 3160,07632
1760,7421,7421,MIAMI BEACH,FL,235 LINCOLN ROAD,SUITE 210,33139,1424657,Cuentas Inc.,MIAMI BEACH,FL,235 LINCOLN ROAD,SUITE 210,33139
1761,7422,7422,SAN FRANCISCO,CA,188 KING STREET,SUITE 308,94107,1826011,7GC & Co. Holdings Inc.,SAN FRANCISCO,CA,188 KING STREET,SUITE 308,94107
1762,7437,7437,SAN FRANCISCO,CA,633 FOLSOM STREET,SUITE 100,94107,1477720,"Asana, Inc.",SAN FRANCISCO,CA,633 FOLSOM STREET,SUITE 100,94107
1763,7446,7446,SAN JUAN CAPISTRANO,CA,29222 RANCHO VIEJO RD.,SUITE 127,92675,1125376,"ENSIGN GROUP, INC",SAN JUAN CAPISTRANO,CA,29222 RANCHO VIEJO RD.,SUITE 127,92675
1764,7448,7448,AUSTIN,TX,111 CONGRESS AVENUE,SUITE 2400,78701,1522727,"USA Compression Partners, LP",AUSTIN,TX,111 CONGRESS AVENUE,SUITE 2400,78701
1765,7458,7458,BURLINGTON,MA,25 CORPORATE DRIVE,SUITE 400,01803,1437352,"EVERBRIDGE, INC.",BURLINGTON,MA,25 CORPORATE DRIVE,SUITE 400,01803
1766,7465,7465,COLLIERVILLE,TN,SUITE 100,150 SCHILLING BOULEVARD,38017,89439,MUELLER INDUSTRIES INC,COLLIERVILLE,TN,SUITE 100,150 SCHILLING BOULEVARD,38017
1767,7467,7467,HOUSTON,TX,2700 POST OAK BLVD.,SUITE 300,77056,1692787,Kinetik Holdings Inc.,HOUSTON,TX,2700 POST OAK BLVD.,SUITE 300,77056
1768,7472,7472,SEATTLE,WA,"TWO UNION SQUARE, 601 UNION STREET",SUITE 3200,98101,1828326,Frazier Lifesciences Acquisition Corp,SEATTLE,WA,"TWO UNION SQUARE, 601 UNION STREET",SUITE 3200,98101
1770,7485,7485,BOSTON,MA,645 SUMMER STREET,SUITE 102,02210,1826457,"Monte Rosa Therapeutics, Inc.",BOSTON,MA,645 SUMMER STREET,SUITE 102,02210
1771,7490,7490,SOUTH SAN FRANCISCO,CA,171 OYSTER POINT BLVD,SUITE 400,94080,1824893,"Surrozen, Inc./DE",SOUTH SAN FRANCISCO,CA,171 OYSTER POINT BLVD,SUITE 400,94080
1772,7491,7491,RALEIGH,NC,1 GLENWOOD AVE.,SUITE 1001,27603,843006,ISSUER DIRECT CORP,RALEIGH,NC,1 GLENWOOD AVE.,SUITE 1001,27603
1773,7513,7513,ARLINGTON,VA,4040 WILSON BOULEVARD,STE 1000,22203,915912,AVALONBAY COMMUNITIES INC,ARLINGTON,VA,4040 WILSON BOULEVARD,STE 1000,22203
1774,7519,7519,CAMBRIDGE,MA,399 BINNEY STREET,2ND FLOOR,02139,1812364,"Relay Therapeutics, Inc.",CAMBRIDGE,MA,399 BINNEY STREET,2ND FLOOR,02139
1776,7530,7530,ANN ARBOR,MI,205 EAST WASHINGTON STREET,SUITE B,48104,1807166,Amesite Inc.,ANN ARBOR,MI,205 EAST WASHINGTON STREET,SUITE B,48104
1777,7543,7543,RENO,NV,100 WEST LIBERTY STREET,SUITE 100,89501,1821812,Stratim Cloud Acquisition Corp.,RENO,NV,100 WEST LIBERTY STREET,SUITE 100,89501
1778,7544,7544,TAMPA,FL,TWO HARBOUR PLACE,"302 KNIGHTS RUN AVENUE, SUITE 1200",33602,75208,OVERSEAS SHIPHOLDING GROUP INC,TAMPA,FL,TWO HARBOUR PLACE,"302 KNIGHTS RUN AVENUE, SUITE 1200",33602
1779,7556,7556,NEW YORK,NY,340 MADISON AVENUE,SUITE 3C,10173,724742,Trinity Place Holdings Inc.,NEW YORK,NY,340 MADISON AVENUE,SUITE 3C,10173
1780,7558,7558,NEEDHAM,MA,117 KENDRICK STREET,SUITE 500,02494,1526119,"Verastem, Inc.",NEEDHAM,MA,117 KENDRICK STREET,SUITE 500,02494
1781,7564,7564,LAS VEGAS,NV,C/O SOUTHWEST GAS CORPORATION,8360 S. DURANGO DRIVE,89113,1692115,"Southwest Gas Holdings, Inc.",LAS VEGAS,NV,C/O SOUTHWEST GAS CORPORATION,8360 S. DURANGO DRIVE,89113
1782,7568,7568,NEW YORK,NY,111 W. 19TH STREET,8TH FLOOR,10011,1749723,New Fortress Energy Inc.,NEW YORK,NY,111 W. 19TH STREET,8TH FLOOR,10011
1783,7572,7572,WALTHAM,MA,1601 TRAPELO ROAD,SUITE 170,02451,914712,"Steel Connect, Inc.",WALTHAM,MA,1601 TRAPELO ROAD,SUITE 170,02451
1784,7573,7573,SAN DIEGO,CA,350 CAMINO DE LA REINA,SUITE 100,92108,1084961,ENCORE CAPITAL GROUP INC,SAN DIEGO,CA,350 CAMINO DE LA REINA,SUITE 100,92108
1785,7576,7576,HOUSTON,TX,1311 BROADFIELD BLVD.,SUITE 400,77084,1575828,EXPRO GROUP HOLDINGS N.V.,HOUSTON,TX,1311 BROADFIELD BLVD.,SUITE 400,77084
1786,7581,7581,DOWNERS GROVE,IL,3075 HIGHLAND PARKWAY,SUITE 200,60515,1494319,Univar Solutions Inc.,DOWNERS GROVE,IL,3075 HIGHLAND PARKWAY,SUITE 200,60515
1787,7582,7582,ADDISON,TX,16301 QUORUM DRIVE,SUITE 160A,75001,1043000,"SONIDA SENIOR LIVING, INC.",ADDISON,TX,16301 QUORUM DRIVE,SUITE 160A,75001
1788,7583,7583,DOVER,DE,8 THE GREEN,SUITE # 12081,19901,1851182,Future Health ESG Corp.,DOVER,DE,8 THE GREEN,SUITE # 12081,19901
1789,7585,7585,NEW YORK,NY,55 BROADWAY,SUITE 2901,10006,1267238,"ASSURANT, INC.",NEW YORK,NY,55 BROADWAY,SUITE 2901,10006
1790,7590,7590,PHOENIX,AZ,3636 N CENTRAL AVE,STE 1200,85012,278166,CAVCO INDUSTRIES INC.,PHOENIX,AZ,3636 N CENTRAL AVE,STE 1200,85012
1791,7591,7591,PRINCETON,NJ,7 ROSZEL ROAD,SUITE 1A,08540,1817218,ConvexityShares Trust,PRINCETON,NJ,7 ROSZEL ROAD,SUITE 1A,08540
1793,7597,7597,WALTHAM,MA,411 WAVERLEY OAKS ROAD,SUITE 114,02452,1646188,Ondas Holdings Inc.,WALTHAM,MA,411 WAVERLEY OAKS ROAD,SUITE 114,02452
1794,7604,7604,MONETT,MO,PO BOX 807,663 HWY 60,65708-0807,779152,HENRY JACK & ASSOCIATES INC,MONETT,MO,PO BOX 807,663 HWY 60,65708-0807
1795,7606,7606,AUSTIN,TX,200 PARKER DRIVE,SUITE C100A,78728,1377789,"AVIAT NETWORKS, INC.",AUSTIN,TX,200 PARKER DRIVE,SUITE C100A,78728
1796,7607,7607,NEW YORK,NY,451 BROADWAY,FLOOR 2,10013,1828672,"Boxed, Inc.",NEW YORK,NY,451 BROADWAY,FLOOR 2,10013
1798,7610,7610,BOCA RATON,FL,4800 T REX AVENUE,SUITE 120,33431,1587987,Newtek Business Services Corp.,BOCA RATON,FL,4800 T REX AVENUE,SUITE 120,33431
1799,7613,7613,ROLLINGWOOD,TX,2500 BEE CAVE ROAD,"BUILDING 1, SUITE 200",78746,876523,EZCORP INC,ROLLINGWOOD,TX,2500 BEE CAVE ROAD,"BUILDING 1, SUITE 200",78746
1800,7617,7617,BATON ROUGE,LA,3854 AMERICAN WAY,SUITE A,70816,896262,AMEDISYS INC,BATON ROUGE,LA,3854 AMERICAN WAY,SUITE A,70816
1801,7620,7620,LANCASTER,PA,ONE PENN SQ,PO BOX 4887,17604,700564,FULTON FINANCIAL CORP,LANCASTER,PA,ONE PENN SQ,PO BOX 4887,17604
1802,7629,7629,WINNEMUCCA,NV,4300 WATER CANYON ROAD,UNIT 1,89445,1718405,HYCROFT MINING HOLDING CORP,WINNEMUCCA,NV,4300 WATER CANYON ROAD,UNIT 1,89445
1803,7633,7633,MINNETONKA,MN,4350 BAKER ROAD,SUITE 400,55343,1104485,"NORTHERN OIL & GAS, INC.",MINNETONKA,MN,4350 BAKER ROAD,SUITE 400,55343
1805,7639,7639,NEW YORK,NY,9 WEST 57TH STREET,39TH FLOOR,10019,1853594,Sculptor Acquisition Corp I,NEW YORK,NY,9 WEST 57TH STREET,39TH FLOOR,10019
1806,7642,7642,BURLINGAME,CA,863 MITTEN ROAD,SUITE 102,94010,1626971,"Corvus Pharmaceuticals, Inc.",BURLINGAME,CA,863 MITTEN ROAD,SUITE 102,94010
1807,7643,7643,PHOENIX,AZ,INNSUITES HOTELS CENTRE,1625 E NORTHERN AVE STE 105,85020,82473,INNSUITES HOSPITALITY TRUST,CLEVELAND,OH,925 EUCLID AVENUE,SUITE 1750,44115
1808,7650,7650,PHOENIX,AZ,21410 N. 19TH AVENUE,SUITE 220,85027,1434728,"Global Water Resources, Inc.",PHOENIX,AZ,21410 N. 19TH AVENUE,SUITE 220,85027
1809,7651,7651,THE WOODLANDS,TX,1725 HUGHES LANDING BOULEVARD,SUITE 800,77380,1529628,"Smart Sand, Inc.",THE WOODLANDS,TX,1725 HUGHES LANDING BOULEVARD,SUITE 800,77380
1810,7655,7655,MCLEAN,VA,1521 WESTBRANCH DRIVE,SUITE 100,22102,1321741,GLADSTONE INVESTMENT CORPORATION\DE,MCLEAN,VA,1521 WESTBRANCH DRIVE,SUITE 100,22102
1811,7657,7657,SAN DIEGO,CA,12230 EL CAMINO REAL,SUITE 230,92130,1260990,"Oncternal Therapeutics, Inc.",SAN DIEGO,CA,12230 EL CAMINO REAL,SUITE 230,92130
1812,7662,7662,MILL VALLEY,CA,ONE BELVEDERE PLACE,SUITE 300,94941,930236,REDWOOD TRUST INC,MILL VALLEY,CA,ONE BELVEDERE PLACE,SUITE 300,94941
1813,7669,7669,SCOTTSDALE,AZ,8501 N SCOTTSDALE ROAD,"GAINEY CENTER II, SUITE 100",85253,1455684,"TPI COMPOSITES, INC",SCOTTSDALE,AZ,8501 N SCOTTSDALE ROAD,"GAINEY CENTER II, SUITE 100",85253
1814,7671,7671,SAN DIEGO,CA,11455 EL CAMINO REAL,SUITE 250,92130,1262104,"MEI Pharma, Inc.",SAN DIEGO,CA,11455 EL CAMINO REAL,SUITE 250,92130
1815,7674,7674,DOWNERS GROVE,IL,C/O INVESCO SPECIALIZED PRODUCTS,"3500 LACEY ROAD, SUITE 700",60515,1353612,Invesco CurrencyShares Canadian Dollar Trust,DOWNERS GROVE,IL,C/O INVESCO SPECIALIZED PRODUCTS,"3500 LACEY ROAD, SUITE 700",60515
1816,7675,7675,AUSTIN,TX,6210 E HWY 290,SUITE 450,78723,1831097,"agilon health, inc.",AUSTIN,TX,6210 E HWY 290,SUITE 450,78723
1817,7676,7676,DALLAS,TX,3963 MAPLE AVENUE,SUITE 350,75219,1789769,"Instil Bio, Inc.",DALLAS,TX,3963 MAPLE AVENUE,SUITE 350,75219
1818,7677,7677,DURHAM,NC,4301 EMPEROR BOULEVARD,SUITE 400,27703,1337553,AERIE PHARMACEUTICALS INC,DURHAM,NC,4301 EMPEROR BOULEVARD,SUITE 400,27703
1819,7679,7679,CARLSBAD,CA,2173 SALK AVENUE,"SUITE 250, PMB#052",92008,1822711,"PARDES BIOSCIENCES, INC.",CARLSBAD,CA,2173 SALK AVENUE,"SUITE 250, PMB#052",92008
1820,7681,7681,HOUSTON,TX,1021 MAIN STREET,SUITE 1960,77002,1852940,GoGreen Investments Corp,HOUSTON,TX,1021 MAIN STREET,SUITE 1960,77002
1821,7682,7682,NEW YORK,NY,1633 BROADWAY,48TH FLOOR,10019,1496099,New Mountain Finance Corp,NEW YORK,NY,1633 BROADWAY,48TH FLOOR,10019
1822,7683,7683,WHITE PLAINS,NY,44 SOUTH BROADWAY,4TH FLOOR,10601,1493761,Turtle Beach Corp,WHITE PLAINS,NY,44 SOUTH BROADWAY,4TH FLOOR,10601
1823,7684,7684,WAYZATA,MN,1907 WAYZATA BOULEVARD,SUITE 205,55391,1425355,"Mill City Ventures III, Ltd",WAYZATA,MN,1907 WAYZATA BOULEVARD,SUITE 205,55391
1824,7688,7688,HOUSTON,TX,1001 LOUISIANA STREET,SUITE 1000,77002,1506307,"KINDER MORGAN, INC.",HOUSTON,TX,1001 LOUISIANA STREET,SUITE 1000,77002
1825,7691,7691,HOUSTON,TX,825 TOWN & COUNTRY LANE,SUITE 1500,77024,821483,"PAR PACIFIC HOLDINGS, INC.",HOUSTON,TX,825 TOWN & COUNTRY LANE,SUITE 1500,77024
1826,7695,7695,TYSONS,VA,1775 TYSONS BLVD,7TH FLOOR,22102,1617406,Park Hotels & Resorts Inc.,TYSONS,VA,1775 TYSONS BLVD,7TH FLOOR,22102
1827,7709,7709,HOUSTON,TX,11750 KATY FREEWAY,SUITE 900,77079,1043186,"Stabilis Solutions, Inc.",HOUSTON,TX,11750 KATY FREEWAY,SUITE 900,77079
1829,7718,7718,PARSIPPANY,NJ,300 KIMBALL DRIVE,SUITE 101,07054,1673985,AdvanSix Inc.,PARSIPPANY,NJ,300 KIMBALL DRIVE,SUITE 101,07054
1830,7724,7724,BOSTON,MA,40 GUEST STREET,SUITE 4410,02135,1445283,"YUMANITY THERAPEUTICS, INC.",BOSTON,MA,40 GUEST STREET,SUITE 4410,02135
1831,7727,7727,BILLERICA,MA,76 TREBLE COVE ROAD,BUILDING 3,01862,1800637,Agrify Corp,BILLERICA,MA,76 TREBLE COVE ROAD,BUILDING 3,01862
1833,7732,7732,ATLANTA,GA,"1200 ABERNATHY RD, NE",SUITE 1200,30328,1350593,"Mueller Water Products, Inc.",ATLANTA,GA,"1200 ABERNATHY RD, NE",SUITE 1200,30328
1834,7734,7734,SAN DIEGO,CA,11250 EL CAMINO REAL,SUITE 200,92130,1407623,RETAIL OPPORTUNITY INVESTMENTS CORP,SAN DIEGO,CA,11250 EL CAMINO REAL,SUITE 200,92130
1835,7736,7736,SCOTTSDALE,AZ,7114 EAST STETSON DRIVE,SUITE 400,85251,1823854,Senior Connect Acquisition Corp. I,SCOTTSDALE,AZ,7114 EAST STETSON DRIVE,SUITE 400,85251
1837,7739,7739,ST. PETERSBURG,FL,360 CENTRAL AVE,SUITE 800,33701,1591890,"FG Financial Group, Inc.",ST. PETERSBURG,FL,360 CENTRAL AVE,SUITE 800,33701
1838,7747,7747,COLUMBUS,OH,800 MANOR PARK DRIVE,P O BOX 28183,43228,1026655,CORE MOLDING TECHNOLOGIES INC,COLUMBUS,OH,800 MANOR PARK DR,P O BOX 28183,43228
1839,7753,7753,AUSTIN,TX,5508 HIGHWAY 290 WEST,SUITE 120,78735,1507957,Ideal Power Inc.,AUSTIN,TX,5508 HIGHWAY 290 WEST,SUITE 120,78735
1840,7759,7759,SUWANEE,GA,454 SATELLITE BLVD,SUITE 100,30024,1004724,"REGIONAL HEALTH PROPERTIES, INC",SUWANEE,GA,454 SATELLITE BLVD,SUITE 100,30024
1842,7765,7765,NEW YORK,NY,345 PARK AVENUE SOUTH,3RD FLOOR,10010,1359931,"Protara Therapeutics, Inc.",NEW YORK,NY,345 PARK AVENUE SOUTH,3RD FLOOR,10010
1843,7771,7771,RUTHERFORD,NJ,301 RT 17 NORTH,SUITE 800,07070,1506983,"GlucoTrack, Inc.",RUTHERFORD,NJ,301 RT 17 NORTH,SUITE 800,07070
1844,7776,7776,NEW YORK,NY,450 EAST 29TH STREET,15TH FLOOR,10016,1735438,MeiraGTx Holdings plc,NEW YORK,NY,450 EAST 29TH STREET,15TH FLOOR,10016
1845,7781,7781,NEW YORK,NY,667 MADISON AVENUE,5TH FLOOR,10065,1850316,Ascendant Digital Acquisition Corp. III,NEW YORK,NY,667 MADISON AVENUE,5TH FLOOR,10065
1846,7782,7782,HOUSTON,TX,11 GREENWAY PLAZA,SUITE 2400,77046,906345,CAMDEN PROPERTY TRUST,HOUSTON,TX,11 GREENWAY PLAZA,SUITE 2400,77046
1847,7784,7784,CHICAGO,IL,30 NORTH LASALLE STREET,STE 4000,60602,1051512,TELEPHONE & DATA SYSTEMS INC /DE/,CHICAGO,IL,30 NORTH LASALLE STREET,STE 4000,60602
1848,7787,7787,STAMFORD,CT,300 FIRST STAMFORD PLACE,5TH FLOOR,06902,1322439,Eagle Bulk Shipping Inc.,STAMFORD,CT,300 FIRST STAMFORD PLACE,5TH FLOOR,06902
1849,7799,7799,WILMINGTON,DE,"C/O UNITED AGENT GROUP, INC.","3411 SILVERSIDE RD TATNALL, BUILDING 104",19810,1566044,VYNE Therapeutics Inc.,WILMINGTON,DE,"C/O UNITED AGENT GROUP, INC.","3411 SILVERSIDE RD TATNALL, BUILDING 104",19810
1850,7805,7805,NEW YORK,NY,767 FIFTH AVENUE,44TH FLOOR,10153,1832300,Longview Acquisition Corp. II,NEW YORK,NY,767 FIFTH AVENUE,44TH FLOOR,10153
1851,7807,7807,MARTINS FERRY,OH,201 SOUTH FOURTH STREET,P O BOX 10,43935,731653,UNITED BANCORP INC /OH/,MARTINS FERRY,OH,201 SOUTH FOURTH STREET,P O BOX 10,43935
1852,7810,7810,HOUSTON,TX,675 BERING DRIVE,SUITE 400,77057,1035983,COMFORT SYSTEMS USA INC,HOUSTON,TX,675 BERING DRIVE,SUITE 400,77057
1853,7819,7819,ENCINO,CA,15821 VENTURA BLVD.,SUITE 145,91436,1854139,Zevia PBC,ENCINO,CA,15821 VENTURA BLVD.,SUITE 145,91436
1854,7831,7831,GREENWICH,CT,8 SOUND SHORE DR,SUITE 255,06830,1259429,Oxford Square Capital Corp.,GREENWICH,CT,8 SOUND SHORE DRIVE,SUITE 255,06830
1855,7832,7832,HOUSTON,TX,5300 MEMORIAL DRIVE,SUITE 950,77007,1659617,"Moleculin Biotech, Inc.",HOUSTON,TX,5300 MEMORIAL DRIVE,SUITE 950,77007
1856,7834,7834,EDEN PRAIRIE,MN,13200 PIONEER TRAIL,SUITE 150,55347,107687,WINNEBAGO INDUSTRIES INC,EDEN PRAIRIE,MN,13200 PIONEER TRAIL,SUITE 150,55347
1857,7838,7838,WESTLAKE VILLAGE,CA,4360 PARK TERRACE DRIVE,SUITE 100,91361,1828536,"Energy Vault Holdings, Inc.",WESTLAKE VILLAGE,CA,4360 PARK TERRACE DRIVE,SUITE 100,91361
1858,7847,7847,WATERTOWN,MA,200 TALCOTT AVENUE,2ND FLOOR,02472,1785530,"Werewolf Therapeutics, Inc.",WATERTOWN,MA,200 TALCOTT AVENUE,2ND FLOOR,02472
1860,7874,7874,SAN FRANCISCO,CA,225 BUSH STREET,17TH FLOOR,94104,733269,"LiveRamp Holdings, Inc.",SAN FRANCISCO,CA,225 BUSH STREET,17TH FLOOR,94104
1862,7885,7885,NEW YORK,NY,30 BROAD STREET,14TH FLOOR,10004,1843351,Kadem Sustainable Impact Corp,NEW YORK,NY,30 BROAD STREET,14TH FLOOR,10004
1863,7886,7886,CINCINNATI,OH,10000 ALLIANCE RD,P O BOX 42728,45242,763532,LSI INDUSTRIES INC,CINCINNATI,OH,10000 ALLIANCE RD,P O BOX 42728,45242
1864,7889,7889,COLUMBUS,OH,80 E RICH STREET,SUITE 500,43215,1788882,"Root, Inc.",COLUMBUS,OH,80 E RICH STREET,SUITE 500,43215
1865,7896,7896,REDWOOD CITY,CA,900 MIDDLEFIELD ROAD,4TH FLOOR,94063,1840439,"Biomea Fusion, Inc.",REDWOOD CITY,CA,900 MIDDLEFIELD ROAD,4TH FLOOR,94063
1866,7897,7897,ORLANDO,FL,121 S. ORANGE AVE.,SUITE 1500,32801,1676047,NutriBand Inc.,ORLANDO,FL,121 S. ORANGE AVE.,SUITE 1500,32801
1867,7899,7899,BOSTON,MA,321 SUMMER STREET,SUITE 400,02210,1693011,"Inozyme Pharma, Inc.",BOSTON,MA,321 SUMMER STREET,SUITE 400,02210
1868,7905,7905,CHARLOTTE,NC,6325 ARDREY KELL ROAD,SUITE 400,28277,88205,"SPX Technologies, Inc.",CHARLOTTE,NC,6325 ARDREY KELL ROAD,SUITE 400,28277
1869,7925,7925,OLD GREENWICH,CT,53 FOREST AVENUE,SUITE 101,06870,707388,"STAR EQUITY HOLDINGS, INC.",OLD GREENWICH,CT,53 FOREST AVE,SUITE 101,06870
