,business_city,business_state,business_street1,business_street2,business_zip,cik,firm_name,mailing_city,mailing_state,mailing_street1,mailing_street2,mailing_zip
8795,FORT WORTH,TX,P.O. BOX 470727,ATTN: LEE ANN ANDERSON,76147,0001724009,PermRock Royalty Trust,FORT WORTH,TX,P.O. BOX 470727,ATTN: LEE ANN ANDERSON,76147
8796,MIDDLETOWN,MD,24 WEST MAIN STREET,,21769,0001792597,"Community Heritage Financial, Inc.",MIDDLETOWN,MD,24 WEST MAIN STREET,,21769
8797,OAKVILLE,A6,2020 WINSTON PARK DRIVE,SUITE 201,L6H 6X7,0001653606,"Ehave, Inc.",OAKVILLE,A6,2020 WINSTON PARK DRIVE,SUITE 201,L6H 6X7
8798,CITY OF INDUSTRY,CA,16839 GALE AVE #210,,91748,0001698702,ARION GROUP CORP.,CITY OF INDUSTRY,CA,16839 GALE AVE #210,,91748
8799,MILFORD,MA,34 MAPLE ST,,01757,0001000697,WATERS CORP /DE/,MILFORD,MA,34 MAPLE STREET,,01757
8800,WILSON,WY,2485 N. PINES WAY SUITE. 110,,83014,0001821075,PROPTECH INVESTMENT CORP. II,WILSON,WY,2485 N. PINES WAY SUITE. 110,,83014
8801,OLD BETHPAGE,NY,PO BOX 323,,11804,0000875729,BION ENVIRONMENTAL TECHNOLOGIES INC,OLD BETHPAGE,NY,PO BOX 323,,11804
8802,NEW YORK,NY,60 EAST 42ND STREET,46TH FLOOR,10165,0000733337,"PwrCor, Inc.",NEW YORK,NY,60 EAST 42ND STREET,46TH FLOOR,10165
8803,MIAMI,FL,"9725 NW 117TH AVENUE, SUITE 200",,33178,0001800682,"Cano Health, Inc.",MIAMI,FL,"9725 NW 117TH AVENUE, SUITE 200",,33178
8804,GRANT,FL,4460 OLD DIXIE HIGHWAY,,32949,0001762239,"Kaival Brands Innovations Group, Inc.",GRANT,FL,4460 OLD DIXIE HIGHWAY,,32949
8805,TOPEKA,KS,700 S KANSAS AVENUE,,66603,0001490906,"Capitol Federal Financial, Inc.",TOPEKA,KS,700 S KANSAS AVENUE,,66603
8806,SANTA BARBARA,CA,3700 STATE STREET,SUITE 350,93105,0001407878,"Digital Locations, Inc.",SANTA BARBARA,CA,3700 STATE STREET,SUITE 350,93105
8807,"NANJING, JIANGSU PROVINCE",F4,"BUILDING #3, WANBO R&D PARK","20 FENGXIN ROAD, YUHUATAI DISTRICT",210012,0001838413,Full Truck Alliance Co. Ltd.,"NANJING, JIANGSU PROVINCE",F4,"BUILDING #3, WANBO R&D PARK","20 FENGXIN ROAD, YUHUATAI DISTRICT",210012
8808,WEST VANCOUVER,A1,EXECUTIVE SUITE,200 - 100 PARK ROYAL,V7T1A2,0001845123,Swiftmerge Acquisition Corp.,WEST VANCOUVER,A1,EXECUTIVE SUITE,200 - 100 PARK ROYAL,V7T1A2
8809,BOLINGBROOK,IL,1000 REMINGTON BLVD,SUITE 120,60440,0001403568,"Ulta Beauty, Inc.",BOLINGBROOK,IL,1000 REMINGTON BLVD,SUITE 120,60440
8810,NEWARK,DE,664 CHURCHMANS RD,,19702,0000863110,ARTESIAN RESOURCES CORP,NEWARK,DE,664 CHURCHMANS RD,,19702
8811,CLEARFIELD,PA,1 SOUTH SECOND STREET,P.O. BOX 42,16830,0000736772,CNB FINANCIAL CORP/PA,CLEARFIELD,PA,1 SOUTH SECOND STREET,P.O. BOX 42,16830
8812,SCHIPHOL AIRPORT,P7,WTC SCHIPHOL AIRPORT,SCHIPHOL BOULEVARD 265,1118BH,0000932787,STMicroelectronics N.V.,SCHIPHOL AIRPORT,P7,WTC SCHIPHOL AIRPORT,SCHIPHOL BOULEVARD 265,1118BH
8813,RENO,NV,"401 RYLAND ST., STE 200-A",,89502,0001384939,"BOUNCE MOBILE SYSTEMS, INC.","TAGUIG, METRO MANILA",R6,"ONE GLOBAL PLACE LEVEL 10-1, 5TH AVENUE","25TH STREET, BONIFACIO GLOBAL CITY",1632
8814,CARSON CITY,NV,3480 GS RICHARDS BLVD,STE 101,89703,0000830122,"VIDLER WATER RESOURCES, INC.",CARSON CITY,NV,3480 GS RICHARDS BLVD,STE 101,89703
8815,PHILADELPHIA,PA,3675 MARKET STREET,,19104,0001178879,"AMICUS THERAPEUTICS, INC.",PHILADELPHIA,PA,3675 MARKET STREET,,19104
8816,MONDOVI,WI,129 MARTEN ST,,54755,0000799167,MARTEN TRANSPORT LTD,MINNEAPOLIS,MN,3400 PLAZA VII,45 SOUTH SEVENTH ST,55402
8817,LOWELL,MA,100 CHELMSFORD STREET,,01851,0001493594,"MACOM Technology Solutions Holdings, Inc.",LOWELL,MA,100 CHELMSFORD STREET,,01851
8818,GRAND CAYMAN,E9,PO BOX 309,,KY1-1104,0001873441,Blockchain Coinvestors Acquisition Corp. I,PORTLAND,OR,1120 NW COUCH STREET,10TH FLOOR,97209
8819,CLEVELAND,OH,7007 BROADWAY AVENUE,,44105,0001381668,TFS Financial CORP,CLEVELAND,OH,7007 BROADWAY AVENUE,,44105
8820,PETACH-TIKVA,L3,94 EM-HA'MOSHAVOT RD.,"PARK OFER, P.O. BOX 3143",4970602,0001598110,CyberArk Software Ltd.,PETACH-TIKVA,L3,94 EM-HA'MOSHAVOT RD.,"PARK OFER, P.O. BOX 3143",4970602
8821,ALPHARETTA,GA,1000 WINDWARD CONCOURSE,SUITE 250,30005,0000078749,AGILYSYS INC,ALPHARETTA,GA,1000 WINDWARD CONCOURSE,SUITE 250,30005
8822,BURLINGTON,MA,1 WAYSIDE ROAD,,01803,0001002517,"Nuance Communications, Inc.",BURLINGTON,MA,1 WAYSIDE ROAD,,01803
8823,VANCOUVER,A1,1100 - 1199 WEST HASTINGS STREET,,V6E 3T5,0001397616,SOUTHERN SILVER EXPLORATION CORP,VANCOUVER,A1,1100 - 1199 WEST HASTINGS STREET,,V6E 3T5
8824,FREMONT,CA,44320 OSGOOD RD,,94539,0001873504,Namaste World Acquisition Corp,FREMONT,CA,44320 OSGOOD RD,,94539
8825,HONAKER,VA,67 COMMERCE DRIVE,,24260,0001163389,NEW PEOPLES BANKSHARES INC,HONAKER,VA,PO BOX 1810,,24260
8826,TAINAN CITY,F5,"NO. 77, SEC. 2, GUANXIN ROAD",GUANMIAO DISTRICT,71072,0001342219,"Namliong SkyCosmos, Inc.",TAINAN CITY,F5,"NO. 77, SEC. 2, GUANXIN ROAD",GUANMIAO DISTRICT,71072
8827,NEW YORK,NY,51 MADISON AVENUE,,10010,0001855066,MainStay CBRE Global Infrastructure Megatrends Fund,NEW YORK,NY,51 MADISON AVENUE,,10010
8828,RENO,NV,"401 RYLAND STREET, SUITE #200A",,89502,0001530185,"Ameritek Ventures, Inc.",RENO,NV,"401 RYLAND STREET, SUITE #200A",,89502
8829,WEST PALM BEACH,FL,360 S. ROSEMARY AVE,SUITE 1420,33401,0001746967,"RiverNorth Opportunistic Municipal Income Fund, Inc.",WEST PALM BEACH,FL,360 S. ROSEMARY AVE,SUITE 1420,33401
8830,PHILADELPHIA,PA,1818 MARKET STREET,,19103,0001742924,Livent Corp.,PHILADELPHIA,PA,1818 MARKET STREET,,19103
8831,SAN FRANCISCO,CA,55 HAWTHORNE STREET,11TH FLOOR,94105,0001625278,"NERDWALLET, INC.",SAN FRANCISCO,CA,55 HAWTHORNE STREET,11TH FLOOR,94105
8832,SOUTH SAN FRANCISCO,CA,111 OYSTER POINT BLVD.,,94080,0001382101,"SUTRO BIOPHARMA, INC.",SOUTH SAN FRANCISCO,CA,111 OYSTER POINT BLVD.,,94080
8833,CAVE CREEK,AZ,38246 NORTH HAZELWOOD CIRCLE,,85331,0001109486,Endexx Corp,CAVE CREEK,AZ,38246 NORTH HAZELWOOD CIRCLE,CAVE CREEK,85331
8834,NEW YORK,NY,75 VARICK STREET,5TH FLOOR,10013,0001568651,"Oscar Health, Inc.",NEW YORK,NY,75 VARICK STREET,5TH FLOOR,10013
8835,BAR HARBOR,ME,82 MAIN ST,PO BOX 400,04609-0400,0000743367,BAR HARBOR BANKSHARES,BAR HARBOR,ME,82 MAIN ST,PO BOX 400,04609-0400
8836,BETHLEHEM,PA,100 GATEWAY DRIVE,SUITE 100,18017,0001449794,"Embassy Bancorp, Inc.",BETHLEHEM,PA,100 GATEWAY DRIVE,SUITE 100,18017
8837,MILAN ITALY,L6,SAN DOMATO MILANESE VIA MARTIRI DI,CEFALAMIA 67,10004 2498,0001062750,SAIPEM S P A                                            /FI,,,,,
8838,NESS ZIONA,L3,"7 GOLDA MEIR ST.,",,7403650,0001691221,Foresight Autonomous Holdings Ltd.,NESS ZIONA,L3,"7 GOLDA MEIR ST.,",,7403650
8839,NEW YORK,NY,"620 EIGHTH AVENUE, 49TH FLOOR",,10018,0001555085,Western Asset Middle Market Debt Fund Inc.,NEW YORK,NY,"620 EIGHTH AVENUE, 49TH FLOOR",,10018
8840,MINNEAPOLIS,MN,TWO CARLSON PARKWAY,SUITE 260,55447,0001401040,DiaMedica Therapeutics Inc.,MINNEAPOLIS,MN,TWO CARLSON PARKWAY,SUITE 260,55447
8841,CHICAGO,IL,333 WEST WACKER DRIVE,,60606,0001137887,Nuveen Municipal Credit Income Fund,CHICAGO,IL,333 WEST WACKER DRIVE,,60606
8842,NEW YORK,NY,85 BROAD STREET,,10004,0001870778,Opy Acquisition Corp. I,NEW YORK,NY,85 BROAD STREET,,10004
8843,HOUSTON,TX,1360 POST OAK BLVD,SUITE 2400,77056,0001362705,Evolve Transition Infrastructure LP,HOUSTON,TX,1360 POST OAK BLVD,SUITE 2400,77056
8844,CHICAGO,IL,500 WEST MONROE STREET,,60661,0001932393,GE Healthcare Holding LLC,CHICAGO,IL,500 WEST MONROE STREET,,60661
8845,SAN FRANCISCO,CA,1515 3RD STREET,,94158,0001543151,"Uber Technologies, Inc",SAN FRANCISCO,CA,1515 3RD STREET,,94158
8846,MIAMI BEACH,FL,"1601 WASHINGTON AVENUE, SUITE 800",,33139,0001842609,Jaws Juggernaut Acquisition Corp,MIAMI BEACH,FL,"1601 WASHINGTON AVENUE, SUITE 800",,33139
8847,ANAHEIM,CA,5065 E HUNTER AVE,,92807,0000784539,EACO CORP,ANAHEIM,CA,5065 E HUNTER AVE,,92807
8848,LAKE PARK,FL,1313 SOUTH KILLIAN DRIVE,,33403,0001089061,FINDEX COM INC,LAKE PARK,FL,1313 SOUTH KILLIAN DRIVE,,33403
8849,WEST JORDAN,UT,1475 WEST 9000 SOUTH,SUITE A,84088,0001132105,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.",WEST JORDAN,UT,1475 WEST 9000 SOUTH,SUITE A,84088
8850,TORONTO,A6,255 DUNCAN MILLS ROAD,SUITE 504,M3B 3H9,0001389034,Kallo Inc.,TORONTO,A6,255 DUNCAN MILLS ROAD,SUITE 504,M3B 3H9
8851,DUBLIN,OH,7000 CARDINAL PLACE,,43017,0000721371,CARDINAL HEALTH INC,DUBLIN,OH,7000 CARDINAL PLACE,,43017
8852,BADEN-WURTTEMBERG,2M,PAUL-EHRLICH-STRABE 15 TUBINGEN,,72076,0001809122,CureVac N.V.,BADEN-WURTTEMBERG,2M,PAUL-EHRLICH-STRABE 15 TUBINGEN,,72076
8853,CORONA,CA,1 MONSTER WAY,,92879,0000865752,Monster Beverage Corp,CORONA,CA,1 MONSTER WAY,,92879
8854,NEW YORK,NY,570 LEXINGTON AVENUE,35TH FLOOR,10022,0001823033,Hudson Executive Investment Corp. II,NEW YORK,NY,570 LEXINGTON AVENUE,35TH FLOOR,10022
8855,FORT LAUDERDALE,FL,1600 SE 15TH STREET,#512,33316,0001676163,"AVRA Medical Robotics, Inc.",FORT LAUDERDALE,FL,1600 SE 15TH STREET,#512,33316
8856,LAS VEGAS,NV,6595 S JONES BLVD,,89118,0001071255,"GOLDEN ENTERTAINMENT, INC.",LAS VEGAS,NV,6595 S JONES BLVD,,89118
8857,ITHACA,NY,118 E SENECA STREET,P.O. BOX 460,14850,0001005817,TOMPKINS FINANCIAL CORP,ITHACA,NY,118 E. SENECA STREET,PO BOX 460,14850
8858,DUBLIN,L2,25-28 NORTH WALL QUAY,,D01 H104,0001641640,Nabriva Therapeutics plc,FORT WASHINGTON,PA,414 COMMERCE DRIVE,STE 120,19034
8859,REDWOOD CITY,CA,C/O DENNIS M. LANFEAR,"333 TWIN DOLPHIN DR, SUITE 600",94065,0001512762,"Coherus BioSciences, Inc.",REDWOOD CITY,CA,C/O DENNIS M. LANFEAR,"333 TWIN DOLPHIN DR, SUITE 600",94065
8860,HERSTAL,C9,CAP BUSINESS CENTER,"RUE D'ABHOOZ, 31, B-4040",00000,0001872529,MDxHealth SA,HERSTAL,C9,CAP BUSINESS CENTER,"RUE D'ABHOOZ, 31, B-4040",00000
8861,GRAND CAYMAN,E9,"PO BOX 309, UGLAND HOUSE",,KY1-1104,0001846975,SDCL EDGE Acquisition Corp,GRAND CAYMAN,E9,"PO BOX 309, UGLAND HOUSE",,KY1-1104
8862,FUZHOU,F4,"18-19/F, ZHONGSHAN BUILDING A,",NO. 154 HUDONG ROAD,350001,0001517130,Pingtan Marine Enterprise Ltd.,FUZHOU,F4,"18-19/F, ZHONGSHAN BUILDING A,",NO. 154 HUDONG ROAD,350001
8863,DOVER,DE,8 THE GREEN,SUITE 12490,19901,0001870144,Mana Capital Acquisition Corp.,DOVER,DE,8 THE GREEN,SUITE 12490,19901
8864,LOWELL,MA,222 MERRIMACK ST,,01852,0001018399,ENTERPRISE BANCORP INC /MA/,LOWELL,MA,222 MERRIMACK ST,,01852
8865,PITTSBURGH,PA,2100 WHARTON STREET,SUITE 701,15203,0001711279,"Krystal Biotech, Inc.",PITTSBURGH,PA,2100 WHARTON STREET,SUITE 701,15203
8866,MECHANICSVILLE,VA,9120 LOCKWOOD BLVD,,23116,0000075252,OWENS & MINOR INC/VA/,MECHANICSVILLE,VA,9120 LOCKWOOD BLVD,,23116
8867,EL SEGUNDO,CA,"400 CONTINENTAL BLVD, SUITE 600",,90245,0001860514,TKB Critical Technologies 1,EL SEGUNDO,CA,"400 CONTINENTAL BLVD, SUITE 600",,90245
8868,ANDOVER,MA,100 OLD RIVER ROAD,SUITE 100,01810,0001333835,Casa Systems Inc,ANDOVER,MA,100 OLD RIVER ROAD,SUITE 100,01810
8869,MELBOURNE,FL,1025 W NASA BLVD,,32919,0000202058,"L3HARRIS TECHNOLOGIES, INC. /DE/",MELBOURNE,FL,1025 W NASA BLVD,,32919
8870,KUALA LUMPUR,N8,"WISMA HO WAH GENTING, NO. 35","JALAN MAHARAJALELA, 50150",50000,0001623590,HWGC Holdings Ltd,KUALA LUMPUR,N8,"WISMA HO WAH GENTING, NO. 35","JALAN MAHARAJALELA, 50150",50000
8871,JERSEY CITY,NJ,1 EVERTRUST PLAZA,13TH FLOOR,07302-6548,0001178253,SCYNEXIS INC,JERSEY CITY,NJ,1 EVERTRUST PLAZA,13TH FLOOR,07302-6548
8872,CHICAGO,IL,333 WEST WACKER DRIVE,,60606,0001289213,Nuveen Floating Rate Income Opportunity Fund,CHICAGO,IL,333 WEST WACKER DRIVE,,60606
8873,DALLAS,TX,"1999 BRYAN STREET, SUITE 1200",,75201,0000052988,JACOBS SOLUTIONS INC.,DALLAS,TX,"1999 BRYAN STREET, SUITE 1200",,75201
8874,HENAN PROVINCE,F4,"ROOM2707, GLOBAL MANSION, ZHENGBIAN ROAD","JINHUI DISTRICT, ZHENGZHOU CITY",450000,0001324759,HONG YUAN HOLDING GROUP,HENAN PROVINCE,F4,"ROOM2707, GLOBAL MANSION, ZHENGBIAN ROAD","JINHUI DISTRICT, ZHENGZHOU CITY",450000
8875,DANBURY,CT,1 CASPER STREET,,06810,0000899460,MANNKIND CORP,DANBURY,CT,1 CASPER STREET,,06810
8876,BERRYVILLE,VA,2 E MAIN ST,,22611,0000880641,EAGLE FINANCIAL SERVICES INC,BERRYVILLE,VA,PO BOX 391,,22611
8877,"CHANGYANG DISTRICT, BEIJING",F4,"9/F HENG AN BUILDING,","NO.17 EAST 3RD RING ROAD,",100000,0001716338,Pintec Technology Holdings Ltd,"CHANGYANG DISTRICT, BEIJING",F4,"9/F HENG AN BUILDING,","NO.17 EAST 3RD RING ROAD,",100000
8878,KUALA LUMPUR,N8,"UNIT 9-3, OVAL TOWER @ DAMANSARA, NO.685","JALAN DAMANSARA, 60000 TAMAN TUN DR.",00000,0001865468,Kairous Acquisition Corp. Ltd,KUALA LUMPUR,N8,"UNIT 9-3, OVAL TOWER @ DAMANSARA, NO.685","JALAN DAMANSARA, 60000 TAMAN TUN DR.",00000
8879,GREENWOOD VILLAGE,CO,7887 EAST BELLEVIEW AVENUE,SUITE 500,80111,0001798270,Assure Holdings Corp.,GREENWOOD VILLAGE,CO,7887 EAST BELLEVIEW AVENUE,SUITE 500,80111
8880,"TIANJIN, PRC",F4,NO 19 BAOWANG ROAD,BAODI ECONOMIC DEVELOPMENT ZONE,300180,0001263364,Joway Health Industries Group Inc,"TIANJIN, PRC",F4,NO 19 BAOWANG ROAD,BAODI ECONOMIC DEVELOPMENT ZONE,300180
8881,DENVER,CO,5765 LOGAN STREET,,80216,0001416697,"Blue Line Protection Group, Inc.",DENVER,CO,5765 LOGAN STREET,,80216
8882,WESTMINSTER,CO,1300 W. 120TH AVENUE,,80234,0001121142,Maxar Technologies Inc.,WESTMINSTER,CO,1300 W. 120TH AVENUE,,80234
8883,LOS GATOS,CA,"983 UNIVERSITY AVENUE, BLDG. B",,95032,0001614067,"Aridis Pharmaceuticals, Inc.",LOS GATOS,CA,"983 UNIVERSITY AVENUE, BLDG. B",,95032
8884,NEW YORK,NY,C/O CENTERVIEW CAPITAL,"31 WEST 52ND STREET, 22ND FLOOR",10019,0001841137,Conyers Park III Acquisition Corp.,NEW YORK,NY,C/O CENTERVIEW CAPITAL,"31 WEST 52ND STREET, 22ND FLOOR",10019
8885,SANTA CLARA,CA,3050 BOWERS AVE,,95054-3299,0000006951,APPLIED MATERIALS INC /DE,SANTA CLARA,CA,3050 BOWERS AVE,,95054-3299
8886,OMAHA,NE,14301 FNB PARKWAY,SUITE 211,68154,0001059142,"AMERICA FIRST MULTIFAMILY INVESTORS, L.P.",OMAHA,NE,14301 FNB PARKWAY,SUITE 211,68154
8887,PORTLAND,ME,7 CUSTOM HOUSE STREET,,04101,0001752836,"COVETRUS, INC.",PORTLAND,ME,7 CUSTOM HOUSE STREET,,04101
8888,FRIENDSWOOD,TX,505 S FRIENDSWOOD DRIVE,SUITE 401,77546,0001447362,CASTLE BIOSCIENCES INC,FRIENDSWOOD,TX,505 S FRIENDSWOOD DRIVE,SUITE 401,77546
8889,LEXINGTON,KY,1000 TEMPUR WAY,,40511,0001206264,"TEMPUR SEALY INTERNATIONAL, INC.",LEXINGTON,KY,1000 TEMPUR WAY,,40511
8890,HOUSTON,TX,4551 KENNEDY COMMERCE DR.,,77032,0001094038,"Marker Therapeutics, Inc.",HOUSTON,TX,4551 KENNEDY COMMERCE DR.,,77032
8891,CLEMMONS,NC,4182 CLEMMONS RD,SUITE 289,27012,0001331275,XCPCNL Business Services Corp,CLEMMONS,NC,4182 CLEMMONS RD,SUITE 289,27012
8892,RANCHO SANTA MARGARITA,CA,30452 ESPERANZA,,92688,0001141240,LIQUIDMETAL TECHNOLOGIES INC,RANCHO SANTA MARGARITA,CA,30452 ESPERANZA,,92688
8893,ST-LAURENT,A8,"7210 FREDERICK-BANTING, SUITE 100",,H4S 2A1,0001808158,Repare Therapeutics Inc.,ST-LAURENT,A8,"7210 FREDERICK-BANTING, SUITE 100",,H4S 2A1
8894,LOUISVILLE,KY,2500 EASTPOINT PARKWAY,,40223,0001358356,"LIMESTONE BANCORP, INC.",LOUISVILLE,KY,2500 EASTPOINT PARKWAY,,40223
8895,EVANSTON,IL,1801 MAPLE AVENUE,SUITE 4300,60201,0001674365,Aptinyx Inc.,EVANSTON,IL,909 DAVIS STREET,SUITE 600,60201
8896,NEW YORK,NY,400 PARK AVENUE,,10022-4406,0001737936,City National Rochdale Strategic Credit Fund,NEW YORK,NY,400 PARK AVENUE,,10022-4406
8897,EMERYVILLE,CA,"2100 POWELL STREET, 12TH FLOOR",,94608,0001547903,"NMI Holdings, Inc.",EMERYVILLE,CA,"2100 POWELL STREET, 12TH FLOOR",,94608
8898,AUSTIN,TX,"10800 PECAN PARK BLVD, SUITE 315",,78750,0001828852,"Mondee Holdings, Inc.",AUSTIN,TX,"10800 PECAN PARK BLVD, SUITE 315",,78750
8899,CAMBRIDGE,MA,47 THORNDIKE STREET,SUITE B1-1,02142,0001509745,"LEAP THERAPEUTICS, INC.",CAMBRIDGE,MA,47 THORNDIKE STREET,SUITE B1-1,02142
8900,SINGAPORE,U0,16 RAFFLES QUAY #26-00,HONG LEONG BUILDING,048581,0000932695,CHINA YUCHAI INTERNATIONAL LTD,SINGAPORE,U0,16 RAFFLES QUAY #26-00,HONG LEONG BUILDING,048581
8901,SOUTH SAN FRANCISCO,CA,"2 CORPORATE DRIVE, FIRST FLOOR",,94080,0001854270,"Senti Biosciences, Inc.",SOUTH SAN FRANCISCO,CA,"2 CORPORATE DRIVE, FIRST FLOOR",,94080
8902,CHICAGO,IL,333 WEST WACKER DR.,,60606,0001793129,Nuveen Dynamic Municipal Opportunities Fund,CHICAGO,IL,333 WEST WACKER DR.,,60606
8903,ENGLEWOOD,CO,100 INVERNESS TERRACE E.,,80112,0001415404,EchoStar CORP,ENGLEWOOD,CO,100 INVERNESS TERRACE E.,,80112
8904,MINNEAPOLIS,MN,9201 WEST BROADWAY AVENUE,SUITE 650,55445,0001235912,"CVRx, Inc.",MINNEAPOLIS,MN,9201 WEST BROADWAY AVENUE,SUITE 650,55445
8905,TROY,MI,755 W BIG BEAVER ROAD,SUITE 1000,48084,0000090896,Skyline Champion Corp,TROY,MI,755 W BIG BEAVER ROAD,SUITE 1000,48084
8906,WALTHAM,MA,828 WINTER STREET,,02451,0001840233,"Xilio Therapeutics, Inc.",WALTHAM,MA,828 WINTER STREET,,02451
8907,DALLAS,TX,PO BOX 830650,,75283-0650,0000710752,SABINE ROYALTY TRUST,DALLAS,TX,PO BOX 830650,,75283-0650
8908,SIOUX FALLS,SD,5501 SOUTH BROADBAND LANE,P O BOX 1307,57108,0000907471,"PATHWARD FINANCIAL, INC.",SIOUX FALLS,SD,5501 SOUTH BROADBAND LANE,P O BOX 1307,57108
8909,"JINJIANG DISTRICT,CHENGDU CITY",F4,"HONGXING INTL BUSINESS BUILDING 2,","14TH FLR, NO. 69, QINGYUN SOUVE AVE.,",610021,0000835662,"AiXin Life International, Inc.","JINJIANG DISTRICT,CHENGDU CITY",F4,"HONGXING INTL BUSINESS BUILDING 2,","14TH FLR, NO. 69, QINGYUN SOUVE AVE.,",610021
8910,CALGARY ALBERTA,A0,450 - 1ST STREET S.W.,,T2P 5H1,0001232384,TC ENERGY CORP,CALGARY ALBERTA,A0,450 - 1ST STREET S.W.,,T2P 5H1
8911,PHILADELPHIA,PA,2929 ARCH STREET STE 1703,,19104,0001844270,FTAC ZEUS ACQUISITION CORP.,PHILADELPHIA,PA,2929 ARCH STREET STE 1703,,19104
8912,SAN DIEGO,CA,3655 NOBEL DRIVE,SUITE 260,92122,0001401914,"Dare Bioscience, Inc.",SAN DIEGO,CA,3655 NOBEL DRIVE,SUITE 260,92122
8913,AUSTIN,TX,13011 MCCALLEN PASS,BUILDING A SUITE 100,78753,0001604821,"Natera, Inc.",AUSTIN,TX,13011 MCCALLEN PASS,BUILDING A SUITE 100,78753
8914,WILMINGTON,DE,1209 ORANGE STREET,,19801,0001834488,"N-able, Inc.",WILMINGTON,DE,1209 ORANGE STREET,,19801
8915,SHORT HILLS,NJ,"30 CHATHAM ROAD, #125",,07078,0001927596,Whale Point Acquisition Corp.,SHORT HILLS,NJ,"30 CHATHAM ROAD, #125",,07078
8916,HOBE SOUND,FL,11450 SE DIXIE HWY,,33455,0001817868,Jupiter Acquisition Corp,HOBE SOUND,FL,11450 SE DIXIE HWY,,33455
8917,CAMBRIDGE,MA,245 FIRST STREET,,02142,0001517022,"Akebia Therapeutics, Inc.",CAMBRIDGE,MA,245 FIRST STREET,,02142
8918,SAN JOSE,CA,123 E SAN CARLOS STREET,SUITE 12,95112,0001819175,Prime Impact Acquisition I,SAN JOSE,CA,123 E SAN CARLOS STREET,SUITE 12,95112
8919,GUANGZHOU,F4,"ROOM 3520, BLOCK A, CHINA SHINE PLAZA,","NO.9, LINHEXI ROAD, TIANHE DISTRICT",510610,0001488419,"Sino Agro Food, Inc.",GUANGZHOU,F4,"ROOM 3520, BLOCK A, CHINA SHINE PLAZA,","NO.9, LINHEXI ROAD, TIANHE DISTRICT",510610
8920,LOS ANGELES,CA,"333 S. GRAND AVE, SUITE 3590",,90071,0001898798,PostD Merchant Banque,LOS ANGELES,CA,"333 S. GRAND AVE, SUITE 3590",,90071
8921,WINNIPEG,A2,100 OSBORNE ST. N.,,R3C 3A5,0000850918,GREAT-WEST LIFECO INC.,WINNIPEG,A2,100 OSBORNE ST. N.,,R3C 3A5
8922,LIVERPOOL,NY,7323 OSWEGO ROAD,,13090,0001191334,CHUN CAN CAPITAL GROUP,LIVERPOOL,NY,7323 OSWEGO ROAD,,13090
8923,MINNEAPOLIS,MN,212 THIRD AVE N,STE 356,55401,0000875355,INSIGNIA SYSTEMS INC/MN,MINNEAPOLIS,MN,212 THIRD AVE N,STE 356,55401
8924,LONDON,X0,FINSGATE,5-7 CRANWOOD STREET,EC1V 9EE,0001811115,Renalytix plc,LONDON,X0,FINSGATE,5-7 CRANWOOD STREET,EC1V 9EE
8925,PITTSBURGH,PA,"5900 PENN AVE, SECOND FLOOR",,15206,0001562088,"Duolingo, Inc.",PITTSBURGH,PA,"5900 PENN AVE, SECOND FLOOR",,15206
8926,SAN DIEGO,CA,6310 NANCY RIDGE DRIVE,SUITE 101,92121,0001610618,"Cidara Therapeutics, Inc.",SAN DIEGO,CA,6310 NANCY RIDGE DRIVE,SUITE 101,92121
8927,EXTON,PA,530 HERMAN O. WEST DRIVE,,19341,0000105770,WEST PHARMACEUTICAL SERVICES INC,EXTON,PA,530 HERMAN O. WEST DRIVE,,19341
8928,ST LOUIS,MO,212 SOUTH CENTRAL,SUITE 100,63105,0000081157,PGI INC,ST LOUIS,MO,212 SOUTH CENTRAL,SUITE 100,63105
8929,JERICHO,NY,ONE JERICHO PLAZA,,11753,0000069733,"NATHANS FAMOUS, INC.",JERICHO,NY,ONE JERICHO PLAZA,,11753
8930,MIDDLETOWN,OH,1209 N. UNIVERSITY BLVD.,,45042,0001781397,EpicQuest Education Group International Ltd,MIDDLETOWN,OH,1209 N. UNIVERSITY BLVD.,,45042
8931,NEW YORK,NY,445 PARK AVENUE,9TH FLOOR,10022,0001819876,"Triterras, Inc.",NEW YORK,NY,445 PARK AVENUE,9TH FLOOR,10022
8932,BOSTON,MA,75 PARK PLAZA,4TH FLOOR,02116,0001178711,"Paratek Pharmaceuticals, Inc.",BOSTON,MA,75 PARK PLAZA,4TH FLOOR,02116
8933,SUSSEX,WI,N61 W23044 HARRY'S WAY,,53089-3995,0001481792,"Quad/Graphics, Inc.",SUSSEX,WI,N61 W23044 HARRY'S WAY,,53089-3995
8934,MELVILLE,NY,445 BROADHOLLOW ROAD,,11747,0000075340,P&F INDUSTRIES INC,MELVILLE,NY,445 BROADHOLLOW ROAD,,11747
8935,ROSELAND,NJ,ONE ADP BOULVARD,,07068,0000008670,AUTOMATIC DATA PROCESSING INC,ROSELAND,NJ,ONE ADP BOULEVARD,,07068
8936,CINCINNATI,OH,250 E. 5TH STREET,SUITE 2110,45202,0001918056,Mobile Infrastructure Trust,CINCINNATI,OH,250 E. 5TH STREET,SUITE 2110,45202
